DataHora;Setpoint;Variavel_Controlada;Erro;Variável_Manipulada;Tipo_Controle;Período
18/01/2026 - 22:27:00,943;20;16,56;3,44;2,51;AvançoFase;16,6
18/01/2026 - 22:27:01,367;19,91;16,58;3,33;2,41;AvançoFase;16,6
18/01/2026 - 22:27:01,790;19,67;16,56;3,11;1,84;AvançoFase;16,6
18/01/2026 - 22:27:02,107;19,27;16,53;2,74;0,84;AvançoFase;16,6
18/01/2026 - 22:27:02,531;18,89;16,5;2,39;0,19;AvançoFase;16,6
18/01/2026 - 22:27:02,953;18,1;16,23;1,87;-0,31;AvançoFase;16,6
18/01/2026 - 22:27:03,478;17,54;15,74;1,8;-0,19;AvançoFase;16,6
18/01/2026 - 22:27:03,798;16,73;15,41;1,32;-0,51;AvançoFase;16,6
18/01/2026 - 22:27:04,116;15,86;15,22;0,64;-1,61;AvançoFase;16,6
18/01/2026 - 22:27:04,531;15,16;15,18;-2,00E-02;-3,01;AvançoFase;16,6
18/01/2026 - 22:27:04,961;13,97;15;-1,03;-3,73;AvançoFase;16,6
18/01/2026 - 22:27:05,386;13,25;14,95;-1,7;-4,34;AvançoFase;16,6
18/01/2026 - 22:27:05,809;12,3;14,89;-2,59;-5,17;AvançoFase;16,6
18/01/2026 - 22:27:06,127;11,4;14,74;-3,34;-5,46;AvançoFase;16,6
18/01/2026 - 22:27:06,655;10,77;14,67;-3,9;-6,07;AvançoFase;16,6
18/01/2026 - 22:27:06,972;9,83;14,59;-4,76;-6,22;AvançoFase;16,6
18/01/2026 - 22:27:07,382;9,34;14,47;-5,13;-6;AvançoFase;16,6
18/01/2026 - 22:27:07,922;8,8;14,34;-5,54;-6,23;AvançoFase;16,6
18/01/2026 - 22:27:08,238;8,4;14,13;-5,73;-5,51;AvançoFase;16,6
18/01/2026 - 22:27:08,555;8,11;13,74;-5,63;-4,7;AvançoFase;16,6
18/01/2026 - 22:27:08,983;8,01;13,49;-5,48;-4,2;AvançoFase;16,6
18/01/2026 - 22:27:09,509;8,02;13,39;-5,37;-4,37;AvançoFase;16,6
18/01/2026 - 22:27:09,831;8,17;13,48;-5,31;-3,51;AvançoFase;16,6
18/01/2026 - 22:27:10,156;8,48;13,82;-5,34;-4,25;AvançoFase;16,6
18/01/2026 - 22:27:10,574;8,93;14,35;-5,42;-4,3;AvançoFase;16,6
18/01/2026 - 22:27:11,095;9,5;14,69;-5,19;-3,44;AvançoFase;16,6
18/01/2026 - 22:27:11,524;10;14,76;-4,76;-2,11;AvançoFase;16,6
18/01/2026 - 22:27:11,846;10,77;14,88;-4,11;-0,94;AvançoFase;16,6
18/01/2026 - 22:27:12,156;11,61;15,06;-3,45;-0,36;AvançoFase;16,6
18/01/2026 - 22:27:12,585;12,51;15,19;-2,68;0,41;AvançoFase;16,6
18/01/2026 - 22:27:13,107;13,47;15,24;-1,77;1,63;AvançoFase;16,6
18/01/2026 - 22:27:13,430;14,19;15,25;-1,06;2,04;AvançoFase;16,6
18/01/2026 - 22:27:13,843;15,15;15,26;-0,11;3,15;AvançoFase;16,6
18/01/2026 - 22:27:14,172;16,07;15,42;0,65;3,31;AvançoFase;16,6
18/01/2026 - 22:27:14,589;16,94;15,54;1,4;3,66;AvançoFase;16,6
18/01/2026 - 22:27:15,018;17,73;15,71;2,02;4,27;AvançoFase;16,6
18/01/2026 - 22:27:15,444;18,28;15,9;2,38;3,77;AvançoFase;16,6
18/01/2026 - 22:27:16,030;18,89;16,06;2,83;4,07;AvançoFase;16,6
18/01/2026 - 22:27:16,454;19,55;16,08;3,47;4,57;AvançoFase;16,6
18/01/2026 - 22:27:16,982;19,84;16,13;3,71;3,86;AvançoFase;16,6
18/01/2026 - 22:27:17,300;19,98;16,11;3,87;3,77;AvançoFase;16,6
18/01/2026 - 22:27:17,618;19,98;16,16;3,82;2,9;AvançoFase;16,6
18/01/2026 - 22:27:18,041;19,82;16,26;3,56;2,23;AvançoFase;16,6
18/01/2026 - 22:27:18,464;19,6;16,24;3,36;1,64;AvançoFase;16,6
18/01/2026 - 22:27:18,886;19,19;16,33;2,86;0,38;AvançoFase;16,6
18/01/2026 - 22:27:19,203;18,64;16,29;2,35;0,42;AvançoFase;16,6
18/01/2026 - 22:27:19,627;17,98;16,01;1,97;-0,31;AvançoFase;16,6
18/01/2026 - 22:27:20,050;17,21;15,56;1,65;-0,29;AvançoFase;16,6
18/01/2026 - 22:27:20,472;16,57;15,23;1,34;-1,16;AvançoFase;16,6
18/01/2026 - 22:27:20,896;15,68;15,14;0,54;-2,48;AvançoFase;16,6
18/01/2026 - 22:27:21,213;14,74;15,09;-0,35;-3,25;AvançoFase;16,6
18/01/2026 - 22:27:21,741;13,78;15,1;-1,32;-4,14;AvançoFase;16,6
18/01/2026 - 22:27:22,059;12,83;14,97;-2,14;-4,82;AvançoFase;16,6
18/01/2026 - 22:27:22,483;12,13;14,79;-2,66;-5,02;AvançoFase;16,6
18/01/2026 - 22:27:22,905;11,25;14,66;-3,41;-5,6;AvançoFase;16,6
18/01/2026 - 22:27:23,222;10,43;14,59;-4,16;-5,8;AvançoFase;16,6
18/01/2026 - 22:27:23,750;9,71;14,58;-4,87;-6,54;AvançoFase;16,6
18/01/2026 - 22:27:24,068;9,1;14,55;-5,45;-6,75;AvançoFase;16,6
18/01/2026 - 22:27:24,492;8,72;14,36;-5,64;-6,1;AvançoFase;16,6
18/01/2026 - 22:27:24,916;8,33;13,93;-5,6;-5,05;AvançoFase;16,6
18/01/2026 - 22:27:25,236;8,09;13,65;-5,56;-4,47;AvançoFase;16,6
18/01/2026 - 22:27:25,766;8;13,45;-5,45;-4,13;AvançoFase;16,6
18/01/2026 - 22:27:26,084;8,07;13,49;-5,42;-4,32;AvançoFase;16,6
18/01/2026 - 22:27:26,507;8,22;13,95;-5,73;-4,97;AvançoFase;16,6
18/01/2026 - 22:27:26,930;8,55;14,41;-5,86;-4,94;AvançoFase;16,6
18/01/2026 - 22:27:27,351;9,01;14,68;-5,67;-4,17;AvançoFase;16,6
18/01/2026 - 22:27:27,764;9,61;14,78;-5,17;-2,71;AvançoFase;16,6
18/01/2026 - 22:27:28,082;10,31;14,82;-4,51;-1,69;AvançoFase;16,6
18/01/2026 - 22:27:28,510;10,91;14,95;-4,04;-0,9;AvançoFase;16,6
18/01/2026 - 22:27:28,925;11,75;15,07;-3,32;0,11;AvançoFase;16,6
18/01/2026 - 22:27:29,362;12,68;15,02;-2,34;1,02;AvançoFase;16,6
18/01/2026 - 22:27:29,891;13,61;15,12;-1,51;2,22;AvançoFase;16,6
18/01/2026 - 22:27:30,102;14,59;15,16;-0,57;2,4;AvançoFase;16,6
18/01/2026 - 22:27:30,525;15,31;15,26;5,00000000000007E-02;3,13;AvançoFase;16,6
18/01/2026 - 22:27:30,949;16,44;15,28;1,16;3,86;AvançoFase;16,6
18/01/2026 - 22:27:31,368;17,07;15,47;1,6;4;AvançoFase;16,6
18/01/2026 - 22:27:31,795;17,86;15,86;2;3,55;AvançoFase;16,6
18/01/2026 - 22:27:32,111;18,54;16,16;2,38;3,29;AvançoFase;16,6
18/01/2026 - 22:27:32,531;18,98;16,58;2,4;2,83;AvançoFase;16,6
18/01/2026 - 22:27:32,956;19,54;16,9;2,64;2,98;AvançoFase;16,6
18/01/2026 - 22:27:33,382;19,77;16,91;2,86;2,86;AvançoFase;16,6
18/01/2026 - 22:27:33,803;19,96;16,89;3,07;3,53;AvançoFase;16,6
18/01/2026 - 22:27:34,228;19,98;16,97;3,01;2,29;AvançoFase;16,6
18/01/2026 - 22:27:34,651;19,91;16,9;3,01;1,94;AvançoFase;16,6
18/01/2026 - 22:27:34,969;19,59;17,04;2,55;0,66;AvançoFase;16,6
18/01/2026 - 22:27:35,393;19,29;16,99;2,3;0,27;AvançoFase;16,6
18/01/2026 - 22:27:35,815;18,77;16,76;2,01;0,26;AvançoFase;16,6
18/01/2026 - 22:27:36,238;18,14;16,49;1,65;0,15;AvançoFase;16,6
18/01/2026 - 22:27:36,556;17,57;16,03;1,54;-0,43;AvançoFase;16,6
18/01/2026 - 22:27:36,979;16,55;15,47;1,08;-0,36;AvançoFase;16,6
18/01/2026 - 22:27:37,400;15,88;15,16;0,72;-1,29;AvançoFase;16,6
18/01/2026 - 22:27:37,811;14,95;15,11;-0,16;-2,84;AvançoFase;16,6
18/01/2026 - 22:27:38,142;14;15,04;-1,04;-3,89;AvançoFase;16,6
18/01/2026 - 22:27:38,559;13,04;14,89;-1,85;-4,65;AvançoFase;16,6
18/01/2026 - 22:27:38,987;12,12;14,8;-2,68;-5,25;AvançoFase;16,6
18/01/2026 - 22:27:39,412;11,45;14,76;-3,31;-5,42;AvançoFase;16,6
18/01/2026 - 22:27:39,834;10,61;14,71;-4,1;-6,3;AvançoFase;16,6
18/01/2026 - 22:27:40,152;9,86;14,65;-4,79;-6,38;AvançoFase;16,6
18/01/2026 - 22:27:40,574;9,22;14,53;-5,31;-6,28;AvançoFase;16,6
18/01/2026 - 22:27:40,997;8,69;14,23;-5,54;-5,62;AvançoFase;16,6
18/01/2026 - 22:27:41,422;8,4;13,87;-5,47;-5,13;AvançoFase;16,6
18/01/2026 - 22:27:41,954;8,13;13,57;-5,44;-4,58;AvançoFase;16,6
18/01/2026 - 22:27:42,166;8,01;13,48;-5,47;-4,5;AvançoFase;16,6
18/01/2026 - 22:27:42,591;8,03;13,42;-5,39;-4,14;AvançoFase;16,6
18/01/2026 - 22:27:43,123;8,22;13,36;-5,14;-3,6;AvançoFase;16,6
18/01/2026 - 22:27:43,440;8,46;13,8;-5,34;-3,69;AvançoFase;16,6
18/01/2026 - 22:27:43,863;8,9;14,46;-5,56;-4,4;AvançoFase;16,6
18/01/2026 - 22:27:44,181;9,47;14,68;-5,21;-3,8;AvançoFase;16,6
18/01/2026 - 22:27:44,604;10,16;14,67;-4,51;-1,88;AvançoFase;16,6
18/01/2026 - 22:27:45,026;10,94;14,7;-3,76;-0,46;AvançoFase;16,6
18/01/2026 - 22:27:45,449;11,58;15,04;-3,46;-0,37;AvançoFase;16,6
18/01/2026 - 22:27:45,873;12,49;15,23;-2,74;0,31;AvançoFase;16,6
18/01/2026 - 22:27:46,190;13,43;15,29;-1,86;1,16;AvançoFase;16,6
18/01/2026 - 22:27:46,613;14,39;15,24;-0,85;2,63;AvançoFase;16,6
18/01/2026 - 22:27:47,035;15,34;15,34;0;3,08;AvançoFase;16,6
18/01/2026 - 22:27:47,458;16,03;15,56;0,47;3,1;AvançoFase;16,6
18/01/2026 - 22:27:47,987;16,91;15,72;1,19;3,32;AvançoFase;16,6
18/01/2026 - 22:27:48,305;17,68;15,84;1,84;3,89;AvançoFase;16,6
18/01/2026 - 22:27:48,620;18,39;15,99;2,4;3,74;AvançoFase;16,6
18/01/2026 - 22:27:49,033;19;16,08;2,92;4,34;AvançoFase;16,6
18/01/2026 - 22:27:49,574;19,36;16,04;3,32;4,4;AvançoFase;16,6
18/01/2026 - 22:27:49,890;19,72;16,14;3,58;3,79;AvançoFase;16,6
18/01/2026 - 22:27:50,209;19,94;16,07;3,87;3,91;AvançoFase;16,6
18/01/2026 - 22:27:50,738;20;16,24;3,76;2,77;AvançoFase;16,6
18/01/2026 - 22:27:51,160;19,91;16,17;3,74;3,01;AvançoFase;16,6
18/01/2026 - 22:27:51,478;19,73;16,12;3,61;2,31;AvançoFase;16,6
18/01/2026 - 22:27:51,901;19,39;16,16;3,23;1,09;AvançoFase;16,6
18/01/2026 - 22:27:52,324;18,89;16,1;2,79;0,62;AvançoFase;16,6
18/01/2026 - 22:27:52,746;18,28;16,01;2,27;-0,14;AvançoFase;16,6
18/01/2026 - 22:27:53,064;17,55;15,87;1,68;-0,82;AvançoFase;16,6
18/01/2026 - 22:27:53,479;16,95;15,59;1,36;-1,15;AvançoFase;16,6
18/01/2026 - 22:27:53,907;16,07;15,17;0,9;-1,51;AvançoFase;16,6
18/01/2026 - 22:27:54,227;15,18;15,1;8,00000000000001E-02;-2,51;AvançoFase;16,6
18/01/2026 - 22:27:54,756;14,2;15,07;-0,87;-4,14;AvançoFase;16,6
18/01/2026 - 22:27:55,059;13,25;14,93;-1,68;-4,25;AvançoFase;16,6
18/01/2026 - 22:27:55,497;12,54;14,8;-2,26;-4,96;AvançoFase;16,6
18/01/2026 - 22:27:55,920;11,63;14,73;-3,1;-5,64;AvançoFase;16,6
18/01/2026 - 22:27:56,237;10,78;14,68;-3,9;-6;AvançoFase;16,6
18/01/2026 - 22:27:56,871;10,01;14,66;-4,65;-6,28;AvançoFase;16,6
18/01/2026 - 22:27:57,083;9,35;14,54;-5,19;-6,47;AvançoFase;16,6
18/01/2026 - 22:27:57,506;8,93;14,42;-5,49;-6,13;AvançoFase;16,6
18/01/2026 - 22:27:57,928;8,48;14,3;-5,82;-6,03;AvançoFase;16,6
18/01/2026 - 22:27:58,353;8,18;14,13;-5,95;-5,73;AvançoFase;16,6
18/01/2026 - 22:27:58,779;8,02;13,78;-5,76;-4,59;AvançoFase;16,6
18/01/2026 - 22:27:59,098;8,02;13,6;-5,58;-4,05;AvançoFase;16,6
18/01/2026 - 22:27:59,524;8,11;13,56;-5,45;-3,67;AvançoFase;16,6
18/01/2026 - 22:27:59,946;8,38;13,97;-5,59;-4,4;AvançoFase;16,6
18/01/2026 - 22:28:00,370;8,78;14,48;-5,7;-4,43;AvançoFase;16,6
18/01/2026 - 22:28:00,792;9,33;14,63;-5,3;-3,75;AvançoFase;16,6
18/01/2026 - 22:28:01,109;9,99;14,62;-4,63;-1,79;AvançoFase;16,6
18/01/2026 - 22:28:01,638;10,56;14,78;-4,22;-1,34;AvançoFase;16,6
18/01/2026 - 22:28:02,061;11,6;15,02;-3,42;-0,77;AvançoFase;16,6
18/01/2026 - 22:28:02,379;12,28;15,12;-2,84;0,2;AvançoFase;16,6
18/01/2026 - 22:28:02,801;13,22;15,11;-1,89;1,59;AvançoFase;16,6
18/01/2026 - 22:28:03,119;14,17;15,13;-0,96;2,66;AvançoFase;16,6
18/01/2026 - 22:28:03,542;14,9;15,2;-0,3;2,76;AvançoFase;16,6
18/01/2026 - 22:28:04,071;16,05;15,22;0,83;3,76;AvançoFase;16,6
18/01/2026 - 22:28:04,388;16,72;15,36;1,36;3,8;AvançoFase;16,6
18/01/2026 - 22:28:04,810;17,54;15,66;1,88;3,96;AvançoFase;16,6
18/01/2026 - 22:28:05,129;18,26;15,98;2,28;3,23;AvançoFase;16,6
18/01/2026 - 22:28:05,657;18,73;16,32;2,41;3,24;AvançoFase;16,6
18/01/2026 - 22:28:06,081;19,38;16,61;2,77;3;AvançoFase;16,6
18/01/2026 - 22:28:06,504;19,66;16,76;2,9;3,02;AvançoFase;16,6
18/01/2026 - 22:28:06,822;19,89;16,88;3,01;2,73;AvançoFase;16,6
18/01/2026 - 22:28:07,139;20;16,81;3,19;2,98;AvançoFase;16,6
18/01/2026 - 22:28:07,668;19,94;16,86;3,08;2,12;AvançoFase;16,6
18/01/2026 - 22:28:07,986;19,73;16,74;2,99;1,7;AvançoFase;16,6
18/01/2026 - 22:28:08,516;19,48;16,73;2,75;1,31;AvançoFase;16,6
18/01/2026 - 22:28:08,831;19,01;16,6;2,41;0,76;AvançoFase;16,6
18/01/2026 - 22:28:09,150;18,42;16,61;1,81;-0,31;AvançoFase;16,6
18/01/2026 - 22:28:09,572;17,72;16,33;1,39;-0,77;AvançoFase;16,6
18/01/2026 - 22:28:10,101;16,92;15,82;1,1;-0,69;AvançoFase;16,6
18/01/2026 - 22:28:10,525;16,27;15,34;0,93;-0,83;AvançoFase;16,6
18/01/2026 - 22:28:10,947;15,36;15,14;0,22;-2,57;AvançoFase;16,6
18/01/2026 - 22:28:11,158;14,41;15,13;-0,72;-3,61;AvançoFase;16,6
18/01/2026 - 22:28:11,582;13,45;15;-1,55;-4,03;AvançoFase;16,6
18/01/2026 - 22:28:12,004;12,51;14,91;-2,4;-4,93;AvançoFase;16,6
18/01/2026 - 22:28:12,534;11,82;14,87;-3,05;-5,49;AvançoFase;16,6
18/01/2026 - 22:28:12,850;10,96;14,74;-3,78;-5,9;AvançoFase;16,6
18/01/2026 - 22:28:13,168;10,17;14,69;-4,52;-5,96;AvançoFase;16,6
18/01/2026 - 22:28:13,696;9,49;14,64;-5,15;-6,5;AvançoFase;16,6
18/01/2026 - 22:28:14,013;8,91;14,58;-5,67;-6,58;AvançoFase;16,6
18/01/2026 - 22:28:14,437;8,57;14,37;-5,8;-6,19;AvançoFase;16,6
18/01/2026 - 22:28:14,861;8,23;14,05;-5,82;-5,26;AvançoFase;16,6
18/01/2026 - 22:28:15,285;8,03;13,9;-5,87;-4,87;AvançoFase;16,8
18/01/2026 - 22:28:15,703;10,69;13,97;-3,28;-1,05;AvançoFase;16,8
18/01/2026 - 22:28:16,024;9,96;15,04;-5,08;-8,46;AvançoFase;16,8
18/01/2026 - 22:28:16,439;9,47;15,31;-5,84;-9,39;AvançoFase;16,8
18/01/2026 - 22:28:16,866;8,91;13,93;-5,02;-3,89;AvançoFase;16,8
18/01/2026 - 22:28:17,183;8,47;12,72;-4,25;-0,73;AvançoFase;16,8
18/01/2026 - 22:28:17,612;8,17;12,93;-4,76;-3,9;AvançoFase;16,8
18/01/2026 - 22:28:18,034;8,02;14,64;-6,62;-9,53;AvançoFase;16,8
18/01/2026 - 22:28:18,458;8,01;15,33;-7,32;-9,07;AvançoFase;16,8
18/01/2026 - 22:28:18,881;8,11;14,06;-5,95;-2,67;AvançoFase;16,8
18/01/2026 - 22:28:19,199;8,38;12,78;-4,4;1,23;AvançoFase;16,8
18/01/2026 - 22:28:19,622;8,77;12,87;-4,1;-0,86;AvançoFase;16,8
18/01/2026 - 22:28:20,037;9,32;14,81;-5,49;-6,57;AvançoFase;16,8
18/01/2026 - 22:28:20,467;9,77;16,38;-6,61;-7,6;AvançoFase;16,8
18/01/2026 - 22:28:20,883;10,51;16,27;-5,76;-3,43;AvançoFase;16,8
18/01/2026 - 22:28:21,201;11,3;15,2;-3,9;1,51;AvançoFase;16,8
18/01/2026 - 22:28:21,739;12,2;13,96;-1,76;4,93;AvançoFase;16,8
18/01/2026 - 22:28:22,056;13,14;14,59;-1,45;1,63;AvançoFase;16,8
18/01/2026 - 22:28:22,480;13,85;16,2;-2,35;-2,3;AvançoFase;16,8
18/01/2026 - 22:28:22,903;14,8;17,61;-2,81;-3,01;AvançoFase;16,8
18/01/2026 - 22:28:23,223;15,73;18,43;-2,7;-2,47;AvançoFase;16,8
18/01/2026 - 22:28:23,751;16,61;19,45;-2,84;-1,89;AvançoFase;16,8
18/01/2026 - 22:28:24,071;17,43;19,81;-2,38;-1,05;AvançoFase;16,8
18/01/2026 - 22:28:24,498;17,98;21,37;-3,39;-3,6;AvançoFase;16,8
18/01/2026 - 22:28:24,925;18,64;24,65;-6,01;-10,85;AvançoFase;16,8
18/01/2026 - 22:28:25,459;19,2;29,46;-10,26;-14,83;AvançoFase;16,8
18/01/2026 - 22:28:25,765;19,61;29,37;-9,76;-12,17;AvançoFase;16,8
18/01/2026 - 22:28:26,098;19,88;28,46;-8,58;-4,84;AvançoFase;16,8
18/01/2026 - 22:28:26,523;19,98;26,09;-6,11;0,12;AvançoFase;16,8
18/01/2026 - 22:28:26,954;19,98;26,26;-6,28;-4,9;AvançoFase;16,8
18/01/2026 - 22:28:27,382;19,82;27,69;-7,87;-10,52;AvançoFase;16,8
18/01/2026 - 22:28:27,809;19,54;29,94;-10,4;-14,92;AvançoFase;16,8
18/01/2026 - 22:28:28,237;19,1;29,53;-10,43;-11,23;AvançoFase;16,8
18/01/2026 - 22:28:28,558;18,68;26,72;-8,04;-2,42;AvançoFase;16,8
18/01/2026 - 22:28:28,985;17,84;25,09;-7,25;-3,04;AvançoFase;16,8
18/01/2026 - 22:28:29,413;17,27;25,98;-8,71;-7,96;AvançoFase;16,8
18/01/2026 - 22:28:29,821;16,42;28,35;-11,93;-16,14;AvançoFase;16,8
18/01/2026 - 22:28:30,142;15,56;29,24;-13,68;-20,18;AvançoFase;16,8
18/01/2026 - 22:28:30,569;14,62;26,95;-12,33;-10,3;AvançoFase;16,8
18/01/2026 - 22:28:30,993;13,66;23,43;-9,77;-3,54;AvançoFase;16,8
18/01/2026 - 22:28:31,522;12,95;19,93;-6,98;-0,98;AvançoFase;16,8
18/01/2026 - 22:28:31,839;12,03;16,71;-4,68;1,22;AvançoFase;16,8
18/01/2026 - 22:28:32,159;11,16;15;-3,84;1,23;AvançoFase;16,8
18/01/2026 - 22:28:32,582;10,36;14,5;-4,14;-3,31;AvançoFase;16,8
18/01/2026 - 22:28:33,111;9,66;15,05;-5,39;-7,65;AvançoFase;16,8
18/01/2026 - 22:28:33,429;9,19;15;-5,81;-7,8;AvançoFase;16,8
18/01/2026 - 22:28:33,853;8,69;14,13;-5,44;-4,51;AvançoFase;16,8
18/01/2026 - 22:28:34,170;8,32;13,38;-5,06;-3,07;AvançoFase;16,8
18/01/2026 - 22:28:34,595;8,08;13,43;-5,35;-4,53;AvançoFase;16,8
18/01/2026 - 22:28:35,123;8;14,39;-6,39;-7,49;AvançoFase;16,8
18/01/2026 - 22:28:35,440;8,03;14,69;-6,66;-7,25;AvançoFase;16,8
18/01/2026 - 22:28:35,864;8,21;14,11;-5,9;-3,2;AvançoFase;16,8
18/01/2026 - 22:28:36,183;8,53;13,68;-5,15;-1,53;AvançoFase;16,8
18/01/2026 - 22:28:36,607;9;13,95;-4,95;-2,69;AvançoFase;16,8
18/01/2026 - 22:28:37,135;9,59;14,67;-5,08;-3,86;AvançoFase;16,8
18/01/2026 - 22:28:37,453;10,1;15,06;-4,96;-3,06;AvançoFase;16,8
18/01/2026 - 22:28:37,875;10,86;14,7;-3,84;-0,04;AvançoFase;16,8
18/01/2026 - 22:28:38,192;11,71;14,53;-2,82;1,3;AvançoFase;16,8
18/01/2026 - 22:28:38,721;12,61;14,83;-2,22;0,81;AvançoFase;16,8
18/01/2026 - 22:28:39,039;13,55;15,49;-1,94;0,1;AvançoFase;16,8
18/01/2026 - 22:28:39,462;14,26;15,76;-1,5;0,85;AvançoFase;16,8
18/01/2026 - 22:28:39,885;15,2;15,87;-0,67;2,38;AvançoFase;16,8
18/01/2026 - 22:28:40,203;16,11;15,89;0,22;3,16;AvançoFase;16,8
18/01/2026 - 22:28:40,626;16,97;16;0,97;3,27;AvançoFase;16,8
18/01/2026 - 22:28:41,049;17,76;16,08;1,68;3,74;AvançoFase;16,8
18/01/2026 - 22:28:41,472;18,28;16,18;2,1;3,84;AvançoFase;16,8
18/01/2026 - 22:28:41,894;18,89;16,09;2,8;4,62;AvançoFase;16,8
18/01/2026 - 22:28:42,212;19,38;16,28;3,1;4,01;AvançoFase;16,8
18/01/2026 - 22:28:42,740;19,73;16,2;3,53;4,4;AvançoFase;16,8
18/01/2026 - 22:28:43,058;19,94;16,21;3,73;3,81;AvançoFase;16,8
18/01/2026 - 22:28:43,482;20;16,25;3,75;3,16;AvançoFase;16,8
18/01/2026 - 22:28:44,010;19,95;16,37;3,58;2,29;AvançoFase;16,8
18/01/2026 - 22:28:44,221;19,75;16,42;3,33;1,76;AvançoFase;16,8
18/01/2026 - 22:28:44,750;19,39;16,46;2,93;1,25;AvançoFase;16,8
18/01/2026 - 22:28:45,068;18,92;16,42;2,5;0,31;AvançoFase;16,8
18/01/2026 - 22:28:45,491;18,48;16,17;2,31;0,23;AvançoFase;16,8
18/01/2026 - 22:28:46,020;17,79;15,61;2,18;0,59;AvançoFase;16,8
18/01/2026 - 22:28:46,338;17,02;15,2;1,82;0,23;AvançoFase;16,8
18/01/2026 - 22:28:46,760;16,16;15,06;1,1;-1,23;AvançoFase;16,8
18/01/2026 - 22:28:47,078;15,26;15,1;0,16;-3,09;AvançoFase;16,8
18/01/2026 - 22:28:47,500;14,55;14,95;-0,4;-3,35;AvançoFase;16,8
18/01/2026 - 22:28:47,924;13,6;14,86;-1,26;-4,27;AvançoFase;16,8
18/01/2026 - 22:28:48,347;12,66;14,91;-2,25;-5,14;AvançoFase;16,8
18/01/2026 - 22:28:48,769;11,76;14,74;-2,98;-5,35;AvançoFase;16,8
18/01/2026 - 22:28:49,087;10,91;14,63;-3,72;-5,74;AvançoFase;16,8
18/01/2026 - 22:28:49,616;10,32;14,65;-4,33;-6,54;AvançoFase;16,8
18/01/2026 - 22:28:49,933;9,61;14,6;-4,99;-6,54;AvançoFase;16,8
18/01/2026 - 22:28:50,356;9,02;14,48;-5,46;-6,56;AvançoFase;16,8
18/01/2026 - 22:28:50,885;8,56;14,38;-5,82;-6,11;AvançoFase;16,8
18/01/2026 - 22:28:51,096;8,23;14,22;-5,99;-5,73;AvançoFase;16,8
18/01/2026 - 22:28:51,521;8,08;13,92;-5,84;-4,91;AvançoFase;16,8
18/01/2026 - 22:28:51,947;8;13,71;-5,71;-4,16;AvançoFase;16,8
18/01/2026 - 22:28:52,374;8,08;13,54;-5,46;-3,85;AvançoFase;16,8
18/01/2026 - 22:28:52,902;8,3;13,7;-5,4;-3,63;AvançoFase;16,8
18/01/2026 - 22:28:53,220;8,67;14,15;-5,48;-4,48;AvançoFase;16,8
18/01/2026 - 22:28:53,537;9,02;14,7;-5,68;-4,57;AvançoFase;16,8
18/01/2026 - 22:28:54,489;10,32;14,6;-4,28;-0,95;AvançoFase;16,8
18/01/2026 - 22:28:54,806;11,12;14,91;-3,79;-0,98;AvançoFase;16,8
18/01/2026 - 22:28:55,124;11,98;15,19;-3,21;-0,68;AvançoFase;16,8
18/01/2026 - 22:28:55,547;12,66;15,37;-2,71;0,35;AvançoFase;16,8
18/01/2026 - 22:28:55,969;13,84;15,39;-1,55;1,88;AvançoFase;16,8
18/01/2026 - 22:28:56,393;14,55;15,47;-0,92;2,32;AvançoFase;16,8
18/01/2026 - 22:28:56,815;15,49;15,48;9,99999999999979E-03;2,85;AvançoFase;16,8
18/01/2026 - 22:28:57,133;16,38;15,53;0,85;3,64;AvançoFase;16,8
18/01/2026 - 22:28:57,541;17,02;15,68;1,34;3,78;AvançoFase;16,8
18/01/2026 - 22:28:58,084;17,95;15,8;2,15;4,19;AvançoFase;16,8
18/01/2026 - 22:28:58,398;18,46;15,94;2,52;3,92;AvançoFase;16,8
18/01/2026 - 22:28:58,825;19,05;16,15;2,9;3,68;AvançoFase;16,8
18/01/2026 - 22:28:59,143;19,5;16,28;3,22;3,61;AvançoFase;16,8
18/01/2026 - 22:28:59,557;19,8;16,46;3,34;3,26;AvançoFase;16,8
18/01/2026 - 22:28:59,986;19,97;16,51;3,46;3,3;AvançoFase;16,8
18/01/2026 - 22:29:00,399;20;16,58;3,42;2,72;AvançoFase;16,8
18/01/2026 - 22:29:00,834;19,89;16,66;3,23;2,28;AvançoFase;16,8
18/01/2026 - 22:29:01,145;19,66;16,69;2,97;1,78;AvançoFase;16,8
18/01/2026 - 22:29:01,576;19,28;16,61;2,67;0,95;AvançoFase;16,8
18/01/2026 - 22:29:02,422;18,28;16,26;2,02;-0,12;AvançoFase;16,8
18/01/2026 - 22:29:02,950;17,55;15,74;1,81;-0,09;AvançoFase;16,8
18/01/2026 - 22:29:03,267;16,76;15,26;1,5;0,04;AvançoFase;16,8
18/01/2026 - 22:29:03,585;15,89;14,99;0,9;-1,16;AvançoFase;16,8
18/01/2026 - 22:29:04,008;14,97;15,05;-8,00E-02;-3,16;AvançoFase;16,8
18/01/2026 - 22:29:04,431;14,26;15,03;-0,77;-3,94;AvançoFase;16,8
18/01/2026 - 22:29:04,959;13,31;14,92;-1,61;-4,48;AvançoFase;16,8
18/01/2026 - 22:29:05,277;12,38;14,79;-2,41;-4,8;AvançoFase;16,8
18/01/2026 - 22:29:05,593;11,49;14,68;-3,19;-5,24;AvançoFase;16,8
