DataHora;Setpoint;Variavel_Controlada;Erro;Variável_Manipulada;Tipo_Controle;Período
18/01/2026 - 20:39:07,988;12,44;25,11;-12,67;-12,01;AvançoFase;5,8
18/01/2026 - 20:39:08,417;10,57;18,61;-8,04;-3,68;AvançoFase;5,8
18/01/2026 - 20:39:08,838;8,74;11,28;-2,54;9,52;AvançoFase;5,8
18/01/2026 - 20:39:09,154;8,01;7,46;0,55;15,43;AvançoFase;5,8
18/01/2026 - 20:39:09,577;8,52;6,96;1,56;9,46;AvançoFase;5,8
18/01/2026 - 20:39:10,001;10,17;11,75;-1,58;-3,45;AvançoFase;5,8
18/01/2026 - 20:39:10,430;11,96;19,07;-7,11;-11,25;AvançoFase;5,8
18/01/2026 - 20:39:10,858;14,69;26,73;-12,04;-21,65;AvançoFase;5,8
18/01/2026 - 20:39:11,175;17,27;30,32;-13,05;-19,94;AvançoFase;5,8
18/01/2026 - 20:39:11,607;19,18;31,71;-12,53;-10,65;AvançoFase;5,8
18/01/2026 - 20:39:12,033;19,98;29,54;-9,56;-3,81;AvançoFase;5,8
18/01/2026 - 20:39:12,461;19,76;26,35;-6,59;-0,94;AvançoFase;5,8
18/01/2026 - 20:39:12,888;18,41;25,05;-6,64;-6,71;AvançoFase;5,8
18/01/2026 - 20:39:13,209;16,14;25,43;-9,29;-15,68;AvançoFase;5,8
18/01/2026 - 20:39:13,736;13,4;26,77;-13,37;-22;AvançoFase;5,8
18/01/2026 - 20:39:14,062;10,81;26,35;-15,54;-21,96;AvançoFase;5,8
18/01/2026 - 20:39:14,487;9,27;23,32;-14,05;-12,32;AvançoFase;5,8
18/01/2026 - 20:39:14,912;8,11;17,91;-9,8;1,64;AvançoFase;5,8
18/01/2026 - 20:39:15,229;8,18;13,15;-4,97;12,59;AvançoFase;5,8
18/01/2026 - 20:39:15,759;9,48;9,71;-0,23;16,66;AvançoFase;5,8
18/01/2026 - 20:39:16,077;11,69;12,15;-0,46;5,89;AvançoFase;5,8
18/01/2026 - 20:39:16,504;13,7;19,3;-5,6;-9,86;AvançoFase;5,8
18/01/2026 - 20:39:16,932;16,39;28,18;-11,79;-23,27;AvançoFase;5,8
18/01/2026 - 20:39:17,359;18,6;34,15;-15,55;-29,94;AvançoFase;5,8
18/01/2026 - 20:39:17,751;19,84;36,62;-16,78;-18,25;AvançoFase;5,8
18/01/2026 - 20:39:18,071;19,84;37,86;-18,02;-23,46;AvançoFase;5,8
18/01/2026 - 20:39:18,499;19,14;35,24;-16,1;-15,68;AvançoFase;5,8
18/01/2026 - 20:39:18,924;17,23;32;-14,77;-14,15;AvançoFase;5,8
18/01/2026 - 20:39:19,352;14,64;26,04;-11,4;-7,83;AvançoFase;5,8
18/01/2026 - 20:39:19,881;11,91;19,42;-7,51;-0,59;AvançoFase;5,8
18/01/2026 - 20:39:20,198;9,64;14,81;-5,17;5,71;AvançoFase;5,8
18/01/2026 - 20:39:20,516;8,5;11,66;-3,16;4,66;AvançoFase;5,8
18/01/2026 - 20:39:20,938;8,01;13,1;-5,09;-4,02;AvançoFase;5,8
18/01/2026 - 20:39:21,364;8,75;16,54;-7,79;-9,01;AvançoFase;5,8
18/01/2026 - 20:39:21,792;10,58;20,17;-9,59;-9,84;AvançoFase;5,8
18/01/2026 - 20:39:22,113;13,14;22,97;-9,83;-9,99;AvançoFase;5,8
18/01/2026 - 20:39:22,540;15,22;26,16;-10,94;-8,12;AvançoFase;5,8
18/01/2026 - 20:39:22,968;18,23;28,27;-10,04;-8,91;AvançoFase;5,8
18/01/2026 - 20:39:23,396;19,43;28,77;-9,34;-5,3;AvançoFase;5,8
18/01/2026 - 20:39:23,822;20;27,79;-7,79;-6,67;AvançoFase;5,8
18/01/2026 - 20:39:24,144;19,3;28,08;-8,78;-10,17;AvançoFase;5,8
18/01/2026 - 20:39:24,571;17,48;27,78;-10,3;-14,69;AvançoFase;5,8
18/01/2026 - 20:39:24,997;14,94;26,75;-11,81;-16,96;AvançoFase;5,8
18/01/2026 - 20:39:25,425;12,88;24,89;-12,01;-15,81;AvançoFase;5,8
18/01/2026 - 20:39:25,851;10,36;21,94;-11,58;-10,84;AvançoFase;5,8
18/01/2026 - 20:39:26,168;8,61;19;-10,39;-5,17;AvançoFase;5,8
18/01/2026 - 20:39:26,592;8;14,33;-6,33;5,21;AvançoFase;5,8
18/01/2026 - 20:39:27,121;8,63;11,76;-3,13;8,89;AvançoFase;5,8
18/01/2026 - 20:39:27,437;9,84;13,67;-3,83;4,64;AvançoFase;5,8
18/01/2026 - 20:39:27,858;12,18;18,27;-6,09;-5,79;AvançoFase;5,8
18/01/2026 - 20:39:28,183;14,91;22,73;-7,82;-11,53;AvançoFase;5,8
18/01/2026 - 20:39:28,613;17,45;28,92;-11,47;-18,17;AvançoFase;5,8
18/01/2026 - 20:39:29,142;19,29;32,52;-13,23;-17,34;AvançoFase;5,8
18/01/2026 - 20:39:29,469;19,94;32,66;-12,72;-12,96;AvançoFase;5,8
18/01/2026 - 20:39:29,894;19,72;30,2;-10,48;-8,09;AvançoFase;5,8
18/01/2026 - 20:39:30,208;18,3;27,64;-9,34;-6,47;AvançoFase;5,8
18/01/2026 - 20:39:30,749;15,97;23,8;-7,83;-7,31;AvançoFase;5,8
18/01/2026 - 20:39:31,068;13,24;22,75;-9,51;-12,19;AvançoFase;5,8
18/01/2026 - 20:39:31,493;11,25;21,91;-10,66;-14,92;AvançoFase;5,8
18/01/2026 - 20:39:31,919;9,15;20,77;-11,62;-12,7;AvançoFase;5,8
18/01/2026 - 20:39:32,237;8,08;19,06;-10,98;-7,57;AvançoFase;5,8
18/01/2026 - 20:39:32,766;8,25;14,24;-5,99;4,36;AvançoFase;5,8
18/01/2026 - 20:39:33,083;9,61;12,35;-2,74;11,82;AvançoFase;5,8
18/01/2026 - 20:39:33,614;11,25;13,78;-2,53;5,97;AvançoFase;5,8
18/01/2026 - 20:39:33,933;13,9;18,54;-4,64;-3,35;AvançoFase;5,8
18/01/2026 - 20:39:34,363;16,57;25,14;-8,57;-14,42;AvançoFase;5,8
18/01/2026 - 20:39:34,790;18,72;30,86;-12,14;-14,99;AvançoFase;5,8
18/01/2026 - 20:39:35,092;19,88;33,07;-13,19;-22,31;AvançoFase;5,8
18/01/2026 - 20:39:35,607;19,95;35,2;-15,25;-20,7;AvançoFase;5,8
18/01/2026 - 20:39:35,929;19,04;35,1;-16,06;-20,85;AvançoFase;5,8
18/01/2026 - 20:39:36,338;17,07;32,66;-15,59;-19,02;AvançoFase;5,8
18/01/2026 - 20:39:36,764;14,56;27,42;-12,86;-10,3;AvançoFase;5,8
18/01/2026 - 20:39:37,083;11,84;22,92;-11,08;-3,8;AvançoFase;5,8
18/01/2026 - 20:39:37,506;10,07;16,38;-6,31;3,97;AvançoFase;5,8
18/01/2026 - 20:39:37,928;8,47;11,54;-3,07;7,97;AvançoFase;5,8
18/01/2026 - 20:39:38,352;8,01;11,17;-3,16;4,98;AvançoFase;5,8
18/01/2026 - 20:39:38,776;8,78;14,79;-6,01;-4,71;AvançoFase;5,8
18/01/2026 - 20:39:39,097;10,64;18,23;-7,59;-10,01;AvançoFase;5,8
18/01/2026 - 20:39:39,526;12,54;23,23;-10,69;-13,17;AvançoFase;5,8
18/01/2026 - 20:39:39,952;15,3;27,04;-11,74;-12,52;AvançoFase;5,8
18/01/2026 - 20:39:40,380;17,77;28,34;-10,57;-8,12;AvançoFase;5,8
18/01/2026 - 20:39:40,914;19,46;27,55;-8,09;-2,88;AvançoFase;5,8
18/01/2026 - 20:39:41,126;20;27,03;-7,03;-3,13;AvançoFase;5,8
18/01/2026 - 20:39:41,659;19,57;27,4;-7,83;-12,52;AvançoFase;5,8
18/01/2026 - 20:39:41,981;17,44;28,58;-11,14;-18,54;AvançoFase;5,8
18/01/2026 - 20:39:42,409;15,57;27,53;-11,96;-18,19;AvançoFase;5,8
18/01/2026 - 20:39:42,835;12,82;24,93;-12,11;-15,16;AvançoFase;5,8
18/01/2026 - 20:39:43,156;10,31;22,45;-12,14;-10,67;AvançoFase;5,8
18/01/2026 - 20:39:43,579;8,58;18,04;-9,46;-2,62;AvançoFase;5,8
18/01/2026 - 20:39:44,001;8;13,28;-5,28;7,09;AvançoFase;5,8
18/01/2026 - 20:39:44,425;8,38;11,49;-3,11;8,87;AvançoFase;5,8
18/01/2026 - 20:39:44,848;9,88;14,09;-4,21;-0,09;AvançoFase;5,8
18/01/2026 - 20:39:45,168;12,23;17,83;-5,6;-5,15;AvançoFase;5,8
18/01/2026 - 20:39:45,597;14,98;23,59;-8,61;-13,91;AvançoFase;5,8
18/01/2026 - 20:39:46,023;17,53;29,77;-12,24;-19,74;AvançoFase;5,8
18/01/2026 - 20:39:46,452;18,97;31,38;-12,41;-14,37;AvançoFase;5,8
18/01/2026 - 20:39:46,879;19,95;30,53;-10,58;-9,27;AvançoFase;5,8
18/01/2026 - 20:39:47,201;19,68;28,76;-9,08;-5,25;AvançoFase;5,8
18/01/2026 - 20:39:47,627;18,21;26,22;-8,01;-6,25;AvançoFase;5,8
18/01/2026 - 20:39:48,161;15,85;25,47;-9,62;-12,89;AvançoFase;5,8
18/01/2026 - 20:39:48,482;13,81;25,69;-11,88;-19,02;AvançoFase;5,8
18/01/2026 - 20:39:48,908;11,14;25,34;-14,2;-20,15;AvançoFase;5,8
18/01/2026 - 20:39:49,229;9,09;24,01;-14,92;-16,27;AvançoFase;5,8
18/01/2026 - 20:39:49,761;8,07;20,5;-12,43;-8,02;AvançoFase;5,8
18/01/2026 - 20:39:50,079;8,28;17,5;-9,22;2,82;AvançoFase;5,8
18/01/2026 - 20:39:50,502;9,25;13,63;-4,38;12,46;AvançoFase;5,8
18/01/2026 - 20:39:50,924;11,29;13,49;-2,2;10,56;AvançoFase;5,8
18/01/2026 - 20:39:51,352;14,01;17,25;-3,24;2,89;AvançoFase;5,8
18/01/2026 - 20:39:51,781;16,67;23,7;-7,03;-9,04;AvançoFase;5,8
18/01/2026 - 20:39:52,084;18,8;28,35;-9,55;-19,33;AvançoFase;5,8
18/01/2026 - 20:39:52,513;19,73;34,17;-14,44;-27;AvançoFase;5,8
18/01/2026 - 20:39:53,046;19,93;36,56;-16,63;-23,52;AvançoFase;5,8
18/01/2026 - 20:39:53,365;18,91;34,75;-15,84;-20,47;AvançoFase;5,8
18/01/2026 - 20:39:53,792;16,86;33,58;-16,72;-18,31;AvançoFase;5,8
18/01/2026 - 20:39:54,110;14,22;30,89;-16,67;-17,85;AvançoFase;5,8
18/01/2026 - 20:39:54,540;12,17;24,33;-12,16;-4,67;AvançoFase;5,8
18/01/2026 - 20:39:55,066;9,33;16,19;-6,86;7,76;AvançoFase;5,8
18/01/2026 - 20:39:55,384;8,34;9,36;-1,02;14,17;AvançoFase;5,8
18/01/2026 - 20:39:55,807;8,03;7,45;0,58;13;AvançoFase;5,8
18/01/2026 - 20:39:56,126;8,98;9,82;-0,84;1,76;AvançoFase;5,8
18/01/2026 - 20:39:56,552;10,38;16,08;-5,7;-10,22;AvançoFase;5,8
18/01/2026 - 20:39:56,980;13,58;23,42;-9,84;-17,72;AvançoFase;5,8
18/01/2026 - 20:39:57,509;15,64;28,67;-13,03;-18,17;AvançoFase;5,8
18/01/2026 - 20:39:57,832;18,04;30,92;-12,88;-13,93;AvançoFase;5,8
18/01/2026 - 20:39:58,152;19,57;30,65;-11,08;-9,23;AvançoFase;5,8
18/01/2026 - 20:39:58,580;19,97;27,17;-7,2;1,27;AvançoFase;5,8
18/01/2026 - 20:39:59,007;19,1;24,75;-5,65;-1,29;AvançoFase;5,8
18/01/2026 - 20:39:59,437;17,73;25,53;-7,8;-9,65;AvançoFase;5,8
18/01/2026 - 20:39:59,864;15,23;27,05;-11,82;-23,49;AvançoFase;5,8
18/01/2026 - 20:40:00,185;12,46;27,26;-14,8;-25,6;AvançoFase;5,8
18/01/2026 - 20:40:00,612;10,02;24,77;-14,75;-16,1;AvançoFase;5,8
18/01/2026 - 20:40:01,035;8,44;19,65;-11,21;-2,89;AvançoFase;5,8
18/01/2026 - 20:40:01,459;8,01;12,72;-4,71;12,49;AvançoFase;5,8
18/01/2026 - 20:40:01,987;8,51;8,3;0,21;17,96;AvançoFase;5,8
18/01/2026 - 20:40:02,199;10,16;8,77;1,39;12,23;AvançoFase;5,8
18/01/2026 - 20:40:02,731;12,6;14,42;-1,82;-2,89;AvançoFase;5,8
18/01/2026 - 20:40:03,051;15,33;22,99;-7,66;-17,65;AvançoFase;5,8
18/01/2026 - 20:40:03,479;17,23;29,9;-12,67;-23,63;AvançoFase;5,8
18/01/2026 - 20:40:03,906;19,14;33,99;-14,85;-20,99;AvançoFase;5,8
18/01/2026 - 20:40:04,228;19,98;38,07;-18,09;-27,35;AvançoFase;5,8
18/01/2026 - 20:40:04,761;19,55;36,04;-16,49;-13,66;AvançoFase;5,8
18/01/2026 - 20:40:05,083;17,95;32,76;-14,81;-11,72;AvançoFase;5,8
18/01/2026 - 20:40:05,510;16,17;27,17;-11;-5,44;AvançoFase;5,8
18/01/2026 - 20:40:06,036;13,44;21,62;-8,18;-1,8;AvançoFase;5,8
18/01/2026 - 20:40:06,358;10,85;16,63;-5,78;-0,3;AvançoFase;5,8
18/01/2026 - 20:40:06,767;8,91;13,4;-4,49;1,45;AvançoFase;5,8
18/01/2026 - 20:40:07,099;8,02;12,83;-4,81;-0,96;AvançoFase;5,8
18/01/2026 - 20:40:07,629;8,17;14,29;-6,12;-4,97;AvançoFase;5,8
18/01/2026 - 20:40:07,947;9,43;16,32;-6,89;-4,43;AvançoFase;5,8
18/01/2026 - 20:40:08,372;11,62;17,81;-6,19;-1,75;AvançoFase;5,8
18/01/2026 - 20:40:08,797;14,32;19,23;-4,91;1,54;AvançoFase;5,8
18/01/2026 - 20:40:09,118;16,95;20,76;-3,81;1;AvançoFase;5,8
18/01/2026 - 20:40:09,541;18,54;24,93;-6,39;-7,89;AvançoFase;5,8
18/01/2026 - 20:40:09,971;19,94;28,8;-8,86;-13,9;AvançoFase;5,8
18/01/2026 - 20:40:10,400;19,86;31,22;-11,36;-19,68;AvançoFase;5,8
18/01/2026 - 20:40:10,808;18,67;31,26;-12,59;-19,16;AvançoFase;5,8
18/01/2026 - 20:40:11,129;16,63;28,97;-12,34;-14,56;AvançoFase;5,8
18/01/2026 - 20:40:11,556;14,62;24,26;-9,64;-6,92;AvançoFase;5,8
18/01/2026 - 20:40:11,978;11,25;18,25;-7;0,12;AvançoFase;5,8
18/01/2026 - 20:40:12,400;9,61;12,75;-3,14;4,87;AvançoFase;5,8
18/01/2026 - 20:40:12,818;8,27;10,66;-2,39;4,98;AvançoFase;5,8
18/01/2026 - 20:40:13,142;8,08;12,01;-3,93;-2,8;AvançoFase;5,8
18/01/2026 - 20:40:13,569;9,13;15,61;-6,48;-9,18;AvançoFase;5,8
18/01/2026 - 20:40:14,102;11,2;19,23;-8,03;-8,95;AvançoFase;5,8
18/01/2026 - 20:40:14,423;13,17;22,39;-9,22;-7,44;AvançoFase;5,8
18/01/2026 - 20:40:14,850;15,9;26,07;-10,17;-8,18;AvançoFase;5,8
18/01/2026 - 20:40:15,172;18,23;28,28;-10,05;-11,22;AvançoFase;6
18/01/2026 - 20:40:15,599;16,17;28,56;-12,39;-11,18;AvançoFase;6
18/01/2026 - 20:40:16,022;18,38;26,57;-8,19;2,59;AvançoFase;6
18/01/2026 - 20:40:16,450;19,48;25,38;-5,9;4,05;AvançoFase;6
18/01/2026 - 20:40:16,880;20;26,65;-6,65;-7,6;AvançoFase;6
18/01/2026 - 20:40:17,202;19,32;28,19;-8,87;-14,36;AvançoFase;6
18/01/2026 - 20:40:17,611;17,61;30,46;-12,85;-22,43;AvançoFase;6
18/01/2026 - 20:40:18,037;15,28;29,02;-13,74;-18,31;AvançoFase;6
18/01/2026 - 20:40:18,568;13,29;23,92;-10,63;-7,89;AvançoFase;6
18/01/2026 - 20:40:18,886;10,79;16,91;-6,12;3,58;AvançoFase;6
18/01/2026 - 20:40:19,204;8,92;11,64;-2,72;10,8;AvançoFase;6
18/01/2026 - 20:40:19,626;8,03;7,69;0,34;11,67;AvançoFase;6
18/01/2026 - 20:40:20,048;8,31;8,94;-0,63;2,39;AvançoFase;6
18/01/2026 - 20:40:20,473;9,24;14,09;-4,85;-9,08;AvançoFase;6
18/01/2026 - 20:40:21,008;11,28;20,36;-9,08;-14,19;AvançoFase;6
18/01/2026 - 20:40:21,221;13,85;24,26;-10,41;-15,18;AvançoFase;6
18/01/2026 - 20:40:21,751;16,46;27,76;-11,3;-12,4;AvançoFase;6
18/01/2026 - 20:40:22,077;18,57;27,51;-8,94;-4,15;AvançoFase;6
18/01/2026 - 20:40:22,506;19,61;26,63;-7,02;-2,05;AvançoFase;6
18/01/2026 - 20:40:23,035;19,98;26,17;-6,19;-4,3;AvançoFase;6
18/01/2026 - 20:40:23,357;19,18;27,83;-8,65;-11,87;AvançoFase;6
18/01/2026 - 20:40:23,781;17,35;28,58;-11,23;-17,99;AvançoFase;6
18/01/2026 - 20:40:24,100;14,91;27,43;-12,52;-18,42;AvançoFase;6
18/01/2026 - 20:40:24,532;12,86;24,24;-11,38;-12,3;AvançoFase;6
18/01/2026 - 20:40:24,955;9,92;19,79;-9,87;-5,17;AvançoFase;6
18/01/2026 - 20:40:25,487;8,74;14,31;-5,57;2,32;AvançoFase;6
18/01/2026 - 20:40:25,803;8,01;10,85;-2,84;8,3;AvançoFase;6
18/01/2026 - 20:40:26,120;8,47;11,35;-2,88;3,58;AvançoFase;6
18/01/2026 - 20:40:26,545;9,52;15,13;-5,61;-5,93;AvançoFase;6
18/01/2026 - 20:40:26,971;12,31;20,57;-8,26;-10,98;AvançoFase;6
18/01/2026 - 20:40:27,399;14,3;25,68;-11,38;-12,61;AvançoFase;6
18/01/2026 - 20:40:27,932;16,86;28,48;-11,62;-11,9;AvançoFase;6
18/01/2026 - 20:40:28,144;18,86;29,45;-10,59;-9,24;AvançoFase;6
18/01/2026 - 20:40:28,575;19,89;27,41;-7,52;-1,1;AvançoFase;6
18/01/2026 - 20:40:29,001;19,78;26,29;-6,51;-3,49;AvançoFase;6
18/01/2026 - 20:40:29,429;18,96;26,68;-7,72;-9,35;AvançoFase;6
18/01/2026 - 20:40:29,855;16,97;27,64;-10,67;-19,2;AvançoFase;6
18/01/2026 - 20:40:30,176;14,44;27,6;-13,16;-21,38;AvançoFase;6
18/01/2026 - 20:40:30,709;11,8;25,24;-13,44;-15,83;AvançoFase;6
18/01/2026 - 20:40:31,028;9,6;21,18;-11,58;-7,45;AvançoFase;6
18/01/2026 - 20:40:31,452;8,51;15,67;-7,16;0,72;AvançoFase;6
18/01/2026 - 20:40:31,873;8;11,11;-3,11;10,76;AvançoFase;6
18/01/2026 - 20:40:32,190;8,66;10,46;-1,8;8,4;AvançoFase;6
18/01/2026 - 20:40:32,615;10,34;13,86;-3,52;-2,1;AvançoFase;6
18/01/2026 - 20:40:33,148;12,74;20,01;-7,27;-11,89;AvançoFase;6
18/01/2026 - 20:40:33,469;14,73;27;-12,27;-18,21;AvançoFase;6
18/01/2026 - 20:40:33,896;17,23;29,53;-12,3;-13,13;AvançoFase;6
18/01/2026 - 20:40:34,216;19,11;30,66;-11,55;-9,34;AvançoFase;6
18/01/2026 - 20:40:34,750;19,97;28,85;-8,88;-4,06;AvançoFase;6
18/01/2026 - 20:40:35,071;19,64;27,27;-7,63;-3,78;AvançoFase;6
18/01/2026 - 20:40:35,499;18,67;26,29;-7,62;-9,17;AvançoFase;6
18/01/2026 - 20:40:35,923;16,57;26,16;-9,59;-15,64;AvançoFase;6
18/01/2026 - 20:40:36,352;14;26,45;-12,45;-21,85;AvançoFase;6
18/01/2026 - 20:40:36,780;11,39;24,79;-13,4;-17,92;AvançoFase;6
18/01/2026 - 20:40:37,100;9,32;22,95;-13,63;-12,96;AvançoFase;6
18/01/2026 - 20:40:37,523;8,35;19,1;-10,75;-3,6;AvançoFase;6
18/01/2026 - 20:40:38,052;8,02;14,41;-6,39;7,52;AvançoFase;6
18/01/2026 - 20:40:38,369;8,88;12,01;-3,13;11,05;AvançoFase;6
18/01/2026 - 20:40:38,792;10,71;14,26;-3,55;5,42;AvançoFase;6
18/01/2026 - 20:40:39,113;13,18;17,96;-4,78;-4,75;AvançoFase;6
18/01/2026 - 20:40:39,540;15,17;24,92;-9,75;-15,61;AvançoFase;6
18/01/2026 - 20:40:39,968;18,13;30,62;-12,49;-21,27;AvançoFase;6
18/01/2026 - 20:40:40,378;19,32;32,62;-13,3;-16,13;AvançoFase;6
18/01/2026 - 20:40:40,804;19,98;33,3;-13,32;-11,38;AvançoFase;6
18/01/2026 - 20:40:41,126;19,53;32,14;-12,61;-13,28;AvançoFase;6
18/01/2026 - 20:40:41,553;18,45;28,61;-10,16;-7,18;AvançoFase;6
18/01/2026 - 20:40:41,978;15,64;24,19;-8,55;-4,11;AvançoFase;6
18/01/2026 - 20:40:42,405;13,65;21,23;-7,58;-5,98;AvançoFase;6
18/01/2026 - 20:40:42,829;11,1;19,34;-8,24;-9,6;AvançoFase;6
18/01/2026 - 20:40:43,146;9,11;17,87;-8,76;-8,27;AvançoFase;6
18/01/2026 - 20:40:43,676;8,1;15,23;-7,13;-2,29;AvançoFase;6
18/01/2026 - 20:40:43,992;8,21;12,86;-4,65;3,99;AvançoFase;6
18/01/2026 - 20:40:44,417;9,03;12,81;-3,78;4,73;AvançoFase;6
18/01/2026 - 20:40:44,841;10,97;15,24;-4,27;0,9;AvançoFase;6
18/01/2026 - 20:40:45,160;13,49;17,63;-4,14;-2,7;AvançoFase;6
18/01/2026 - 20:40:45,589;16,11;21,96;-5,85;-6,03;AvançoFase;6
18/01/2026 - 20:40:46,015;18,34;26,83;-8,49;-13,14;AvançoFase;6
18/01/2026 - 20:40:46,548;19,46;29,28;-9,82;-11;AvançoFase;6
18/01/2026 - 20:40:46,870;20;30,27;-10,27;-14,52;AvançoFase;6
18/01/2026 - 20:40:47,190;19,36;29,81;-10,45;-13,53;AvançoFase;6
18/01/2026 - 20:40:47,723;17,66;26,98;-9,32;-8,56;AvançoFase;6
18/01/2026 - 20:40:48,043;15,24;23,62;-8,38;-6,81;AvançoFase;6
18/01/2026 - 20:40:48,469;13,25;20,89;-7,64;-8,08;AvançoFase;6
18/01/2026 - 20:40:48,891;10,74;18,84;-8,1;-8,99;AvançoFase;6
18/01/2026 - 20:40:49,210;8,9;16,97;-8,07;-6,4;AvançoFase;6
18/01/2026 - 20:40:49,738;8,03;13,04;-5,01;1,21;AvançoFase;6
18/01/2026 - 20:40:50,056;8,32;12,01;-3,69;4,67;AvançoFase;6
18/01/2026 - 20:40:50,478;9,27;13,2;-3,93;1,78;AvançoFase;6
18/01/2026 - 20:40:50,903;11,31;16,34;-5,03;-2,36;AvançoFase;6
18/01/2026 - 20:40:51,225;13,87;19,08;-5,21;-4,8;AvançoFase;6
18/01/2026 - 20:40:51,865;16,48;25,15;-8,67;-10,17;AvançoFase;6
18/01/2026 - 20:40:52,060;18,59;27,65;-9,06;-12,08;AvançoFase;6
18/01/2026 - 20:40:52,489;19,61;29,95;-10,34;-13,05;AvançoFase;6
18/01/2026 - 20:40:52,915;19,98;28,9;-8,92;-8,59;AvançoFase;6
18/01/2026 - 20:40:53,343;19,23;27,23;-8;-5,4;AvançoFase;6
18/01/2026 - 20:40:53,769;17,43;24,89;-7,46;-7,06;AvançoFase;6
18/01/2026 - 20:40:54,089;14,97;24,23;-9,26;-12,69;AvançoFase;6
18/01/2026 - 20:40:54,518;12,96;24,04;-11,08;-16,9;AvançoFase;6
18/01/2026 - 20:40:54,945;10,5;23,71;-13,21;-18,07;AvançoFase;6
18/01/2026 - 20:40:55,371;8,74;22,46;-13,72;-14,75;AvançoFase;6
18/01/2026 - 20:40:55,793;8,01;20,36;-12,35;-8,57;AvançoFase;6
18/01/2026 - 20:40:56,110;8,44;17,93;-9,49;1,4;AvançoFase;6
18/01/2026 - 20:40:56,641;9,5;14,67;-5,17;10,41;AvançoFase;6
18/01/2026 - 20:40:56,959;12,25;14,17;-1,92;10,06;AvançoFase;6
18/01/2026 - 20:40:57,385;14,21;17,2;-2,99;4,34;AvançoFase;6
18/01/2026 - 20:40:57,812;16,79;22,72;-5,93;-5,42;AvançoFase;6
18/01/2026 - 20:40:58,116;18,8;26,88;-8,08;-10,82;AvançoFase;6
18/01/2026 - 20:40:58,647;19,69;34,45;-14,76;-32,73;AvançoFase;6
18/01/2026 - 20:40:58,951;19,82;36,24;-16,42;-24,05;AvançoFase;6
18/01/2026 - 20:40:59,361;19,05;36,65;-17,6;-19,54;AvançoFase;6
18/01/2026 - 20:40:59,788;17,34;34,3;-16,96;-21,5;AvançoFase;6
18/01/2026 - 20:41:00,108;14,86;29,86;-15;-9,9;AvançoFase;6
18/01/2026 - 20:41:00,533;12,84;22,62;-9,78;-0,21;AvançoFase;6
18/01/2026 - 20:41:01,062;9,91;14,91;-5;8,5;AvançoFase;6
18/01/2026 - 20:41:01,380;8,69;9,99;-1,3;10,78;AvançoFase;6
18/01/2026 - 20:41:01,801;8,01;10,22;-2,21;4,17;AvançoFase;6
18/01/2026 - 20:41:02,120;8,47;13,16;-4,69;-7,33;AvançoFase;6
18/01/2026 - 20:41:02,547;9,52;18,41;-8,89;-13,59;AvançoFase;6
18/01/2026 - 20:41:02,974;12,34;23,33;-10,99;-14,7;AvançoFase;6
18/01/2026 - 20:41:03,400;14,32;26,31;-11,99;-11,54;AvançoFase;6
18/01/2026 - 20:41:03,827;16,88;27,21;-10,33;-8,14;AvançoFase;6
18/01/2026 - 20:41:04,150;18,85;27,63;-8,78;-3,54;AvançoFase;6
18/01/2026 - 20:41:05,003;19,78;28,79;-9,01;-11,66;AvançoFase;6
18/01/2026 - 20:41:05,415;18,93;28,82;-9,89;-15,02;AvançoFase;6
18/01/2026 - 20:41:05,948;17,05;27,64;-10,59;-16,07;AvançoFase;6
18/01/2026 - 20:41:06,162;14,52;25,56;-11,04;-11,85;AvançoFase;6
18/01/2026 - 20:41:06,693;11,88;22,69;-10,81;-10,1;AvançoFase;6
18/01/2026 - 20:41:07,011;9,67;19,79;-10,12;-8,18;AvançoFase;6
18/01/2026 - 20:41:07,436;8,55;16,08;-7,53;-3,26;AvançoFase;6
18/01/2026 - 20:41:07,858;8;12,82;-4,82;5,22;AvançoFase;6
18/01/2026 - 20:41:08,177;8,61;12,27;-3,66;5,13;AvançoFase;6
18/01/2026 - 20:41:08,602;10,27;14,38;-4,11;-0,45;AvançoFase;6
18/01/2026 - 20:41:09,028;12,65;18,13;-5,48;-4,93;AvançoFase;6
18/01/2026 - 20:41:09,456;14,65;22,84;-8,19;-7,82;AvançoFase;6
18/01/2026 - 20:41:09,881;17,17;26,85;-9,68;-12,88;AvançoFase;6
18/01/2026 - 20:41:10,203;19,05;29,47;-10,42;-11,42;AvançoFase;6
18/01/2026 - 20:41:10,632;19,96;29,78;-9,82;-10,52;AvançoFase;6
18/01/2026 - 20:41:11,058;19,68;28,64;-8,96;-7,79;AvançoFase;6
18/01/2026 - 20:41:11,486;18,73;26,76;-8,03;-7,74;AvançoFase;6
18/01/2026 - 20:41:12,019;16,66;25,11;-8,45;-11;AvançoFase;6
18/01/2026 - 20:41:12,234;14,07;24,46;-10,39;-13,13;AvançoFase;6
18/01/2026 - 20:41:12,768;11,46;24,11;-12,65;-18,61;AvançoFase;6
18/01/2026 - 20:41:13,194;9,36;23,68;-14,32;-17,52;AvançoFase;6
18/01/2026 - 20:41:13,514;8,36;22,31;-13,95;-12,24;AvançoFase;6
18/01/2026 - 20:41:13,938;8,02;19,77;-11,75;-3,73;AvançoFase;6
18/01/2026 - 20:41:14,363;8,85;16,15;-7,3;4,74;AvançoFase;6
